COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
CO,Mosquera/ Funza,Madrid,Non Wealthy,Not Prioritized,Turbo Adoption,0.1659388646,0.1518987342,0.1805555556,0.15625,0.1826923077,0.1895734597,0.2,0.1741293532,0.1674208145
AR,Buenos Aires,Merlo Moreno,Non Wealthy,Prioritized,Lead Penetration,0.1536350228,0.1535086672,0.1528723017,0.150307944,0.1486388205,0.1469657981,0.1496553506,0.1556073196,0.1633561622
PE,Lima,Huayna Capac,Non Wealthy,Prioritized,Perfect Orders,0.8865562212,0.8820032016,0.8889610843,0.8936681572,0.8994364292,0.9068044075,0.9084958112,0.9112176208,0.9109679411
PE,Lima,Huayna Capac,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.7325654974,0.7174092934,0.7058540756,0.7173658926,0.7241993001,0.7119351028,0.709469818,0.7133253279,0.716362662
PE,Lima,Huayna Capac,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.9388141561,0.9420848263,0.9427560145,0.9404925381,0.937799932,0.9373691243,0.9357363011,0.9365064605,0.9373450538
PE,Lima,Huayna Capac,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.5,0.4628670121,0.4756302521,0.4486754967,0.4711388456,0.5241581259,0.5254957507,0.5336021505,0.4993359894
PE,Lima,Huayna Capac,Non Wealthy,Prioritized,Turbo Adoption,0.1531322506,0.16152019,0.2095959596,0.1861042184,0.181598063,0.1494057725,0.1553719008,0.1348314607,0.1222826087
MX,Monterrey,Cumbres Poniente,Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.8926913203,0.886946453,0.8878520352,0.8997189721,0.9113292469,0.9099480591,0.9190695196,0.9294726853,0.9388547162
MX,Guadalajara,Tonalá,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.9011739959,0.9059114913,0.9057496907,0.9056341696,0.909614727,0.9124400704,0.9128353127,0.9136143722,0.9130288909
CO,Yopal,Yopal,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.5605844552,0.5638730724,0.5721903117,0.5802569517,0.5701500436,0.5673143301,0.5505350019,0.5451994315,0.543218125
CO,Yopal,Yopal,Non Wealthy,Not Prioritized,Lead Penetration,0.1239262814,0.1240542271,0.1238001842,0.1205890541,0.1177568712,0.115698018,0.1167355119,0.1181568539,0.1186761801
MX,Aguascalientes,AGS_Industrial Sur,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.1101274006,0.1118324838,0.1114944775,0.1121936933,0.1115414752,0.1145509981,0.1170525044,0.1157060844,0.1136128707
MX,Zacatecas,ZAC Centro,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.5620961032,0.5542378145,0.5055568172,0.4693820105,0.4891279269,0.493476914,0.5050254974,0.5270929572,0.5399911291
MX,Pachuca,PCH Zona Plateada,Wealthy,Prioritized,Perfect Orders,0.9236822261,0.9229100528,0.9222496041,0.917902808,0.9099937854,0.9089304321,0.918209905,0.9108753828,0.9122227879
MX,Pachuca,PCH Zona Plateada,Wealthy,Prioritized,Restaurants Markdowns / GMV,0.1196731183,0.1208966912,0.1181585786,0.1187172646,0.1183088824,0.1225302074,0.1187891492,0.1181939295,0.1162720885
AR,Buenos Aires,ESCOBAR,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.3023255814,0.2857142857,0.306122449,0.2954545455,0.2325581395,0.3265306122,0.2608695652,0.2575757576,0.1754385965
MX,Monterrey,Independencia,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.1483530232,0.145635124,0.1446898844,0.1427715822,0.1419797576,0.1364047008,0.1342589597,0.1295830953,0.1220803909
EC,Quito,Calderon,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.1340725806,0.1434262948,0.1516908213,0.1476635514,0.1410488246,0.1388127854,0.135534318,0.1328609389,0.1599564744
CL,Santiago De Chile,la_cisterna_san_miguel,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.9330374159,0.9365977106,0.9359439143,0.9380133099,0.9380119927,0.9393483508,0.9327008053,0.9367364308,0.9401043112
CL,Santiago De Chile,la_cisterna_san_miguel,Non Wealthy,High Priority,MLTV Top Verticals Adoption,0.09495757694,0.09452212526,0.09401639188,0.0944941581,0.0951216643,0.09456630995,0.09514643997,0.09704296913,0.09544480745
CL,Santiago De Chile,la_cisterna_san_miguel,Non Wealthy,High Priority,% PRO Users Who Breakeven,0.2455838001,0.2454466609,0.2591145833,0.2610008628,0.2821929452,0.2876595745,0.2786259542,0.2787828947,0.2600163532
MX,Leon,LEO_Libramiento,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8841639782,0.883513583,0.8833877909,0.8809501307,0.887054983,0.8857256072,0.8813490175,0.8776274542,0.8771957046
MX,Veracruz,VER_Boca,Wealthy,Prioritized,Lead Penetration,0.2056168979,0.2066532751,0.2084589443,0.2107702614,0.2105199898,0.2087160005,0.2112693532,0.2153236243,0.2186217341
PE,Huancayo,Chilca,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.9286222392,0.9292830908,0.9327067959,0.9330107971,0.9381488862,0.9334635456,0.9208106891,0.9197653982,0.9176964122
PE,Huancayo,Chilca,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.1437632135,0.1457905544,0.1407249467,0.1494252874,0.1557017544,0.1347826087,0.1451612903,0.1459143969,0.1617977528
MX,Tepic,TEP_CENTRO_MOLOLOA,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.8859148288,0.8852227095,0.8839635528,0.8797560977,0.880711629,0.8790190047,0.8750331624,0.8750020496,0.8762341994
MX,Tepic,TEP_CENTRO_MOLOLOA,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.2729335494,0.2740514905,0.2711631108,0.2682018286,0.2735817388,0.2834964563,0.2772344013,0.2841997264,0.3002070393
PE,Arequipa,PichuPichu Este,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.4624697337,0.4768856448,0.4951690821,0.4848484848,0.4840909091,0.4901531729,0.4849785408,0.4817204301,0.4591194969
AR,Buenos Aires,Microcentro,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.9668505075,0.9655379104,0.9663227008,0.9686274598,0.9701322597,0.9716129998,0.971366245,0.9705613074,0.970220205
MX,Ciudad De Mexico,Interlomas,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8869871637,0.8908015378,0.8905731146,0.8891024459,0.8903696826,0.8946501942,0.8933203786,0.8958576216,0.8971339684
MX,Ciudad De Mexico,Interlomas,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.5529485702,0.5555783219,0.55095129,0.543237466,0.5394348777,0.5393767705,0.542451089,0.545751025,0.5707240294
MX,Ciudad De Mexico,Interlomas,Wealthy,Prioritized,Turbo Adoption,0.3795563482,0.3974714428,0.4021786492,0.3933918431,0.3950030346,0.37715959,0.3742633562,0.3654626231,0.3615000959
MX,Tecate,TCE Tecate,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
BR,Grande São Paulo,SP - SP - Raposo/Rio Pequeno,Non Wealthy,Prioritized,Perfect Orders,0.8492841306,0.8558685984,0.8662990558,0.8691427456,0.8691590677,0.8636543272,0.8514746624,0.8404263141,0.8205095967
BR,Curitiba,PR - CWB - Pinheirinho/Sítio Cercado,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.1129196719,0.1209826441,0.1277073549,0.1384772208,0.1544194904,0.1723154656,0.1753200995,0.1848908972,0.2066834855
BR,Curitiba,PR - CWB - Pinheirinho/Sítio Cercado,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.3785714286,0.3724137931,0.3691275168,0.3493975904,0.3693181818,0.3786982249,0.3846153846,0.3909774436,0.404040404
CO,Popayan,Popayan Centro,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5956842925,0.5907720888,0.5935664185,0.5978176945,0.596033286,0.601414641,0.5973613525,0.588727444,0.586624697
CO,Popayan,Popayan Centro,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.1896355049,0.183571745,0.1780463657,0.1720335173,0.1692528159,0.1700878327,0.1715654787,0.1735511171,0.1711975359
MX,Manzanillo,MAN_Playa_Azul,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.2830508475,0.2764505119,0.2878390201,0.2788708298,0.2857142857,0.3018867925,0.3027681661,0.3073436083,0.3222341568
MX,Tehuacan,Tehuacán,Non Wealthy,Not Prioritized,Perfect Orders,0.8543700543,0.8510881102,0.8577412057,0.8521805286,0.8446088827,0.8449377415,0.8492736942,0.8273500492,0.8266881187
MX,Tehuacan,Tehuacán,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.6669647516,0.6478663068,0.6465834446,0.6538469108,0.6608973945,0.663898015,0.6525508108,0.6554900461,0.6407896029
BR,Belo Horizonte,MG - BH - Caiçara/Padre Eustáquio/Gameleira,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.8907055765,0.8972596942,0.9041671214,0.906180227,0.9044585383,0.9088453908,0.9061506944,0.901782132,0.9034013225
AR,Cordoba,VILLA_ALLENDE,Wealthy,Not Prioritized,Non-Pro PTC > OP,0.7792868243,0.7888562793,0.7826947581,0.7985911161,0.8325913896,0.8016362821,0.7641166732,0.7531212053,0.7521307349
AR,Buenos Aires,Palermo,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.6814248947,0.6813511268,0.6740524473,0.6559620203,0.6533429431,0.6501656341,0.6512471436,0.6571206733,0.6601045883
CO,Fusagasuga,Fusagasuga,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.8191746931,0.8014043339,0.8104766435,0.8252373654,0.8416200906,0.8362162656,0.8248427318,0.8400950357,0.8456088561
CO,Fusagasuga,Fusagasuga,Non Wealthy,Not Prioritized,Lead Penetration,0.08988524313,0.08868537186,0.08696785027,0.08645472776,0.08559499698,0.0873105786,0.08799926368,0.08834392834,0.0878301616
CL,Santiago De Chile,Cerrillos,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.9244857788,0.9314081954,0.9361426645,0.9364445323,0.9339111353,0.9310904869,0.9290318778,0.9302323401,0.9369931501
CL,Santiago De Chile,Cerrillos,Non Wealthy,Prioritized,Lead Penetration,0.3816568047,0.3823864132,0.3799890504,0.3788881428,0.3781552965,0.3709425432,0.3705986868,0.3721283458,0.3738436835
CO,Popayan,Popayan Norte,Wealthy,Prioritized,Lead Penetration,0.1946689533,0.192918076,0.1924854101,0.192271461,0.1942387692,0.1951184045,0.1970738897,0.1983767615,0.2007439938
MX,Acapulco,ACA Las Playas,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5566948804,0.5460903671,0.5489321932,0.5442851058,0.5422381689,0.5504541644,0.5421755631,0.5421745425,0.5349230668
MX,Acapulco,ACA Las Playas,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.9081697275,0.9116036385,0.9103031142,0.9059949448,0.9103466012,0.9121589758,0.9093229549,0.9159267229,0.9160179735
MX,Acapulco,ACA Las Playas,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.08797241571,0.09056641759,0.09590271596,0.09842708598,0.1008368054,0.09986546956,0.09594350644,0.09295596675,0.08793811907
MX,Acapulco,ACA Las Playas,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.3362068966,0.302173913,0.3130434783,0.3097713098,0.3238866397,0.3260869565,0.33655706,0.3270321361,0.3141762452
MX,Acapulco,ACA Las Playas,Non Wealthy,Prioritized,Lead Penetration,0.1881339027,0.1883702883,0.187703133,0.1852388798,0.1827622493,0.1856647598,0.1933406038,0.2043197156,0.2093319299
MX,Atlixco,ATL Centro,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.7238933561,0.7194378178,0.7167076213,0.7198886728,0.716049307,0.7019287255,0.7087984078,0.6983816867,0.7088481056
MX,Tlaxcala,TLX San Pedro Muñoztla,Non Wealthy,Not Prioritized,Lead Penetration,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.04545454545
MX,Ciudad De Mexico,CDMX_GAM,Non Wealthy,High Priority,Perfect Orders,0.8673799045,0.8615258324,0.8578865851,0.8556776608,0.8487320342,0.8529025522,0.8536304947,0.8654926884,0.8690447595
MX,Ciudad De Mexico,CDMX_GAM,Non Wealthy,High Priority,Turbo Adoption,0.4001019888,0.4102059828,0.407192929,0.3987554326,0.3862068966,0.1894732214,0.2121917613,0.2071588154,0.2055439331
MX,Ciudad De Mexico,CDMX_GAM,Non Wealthy,High Priority,Lead Penetration,0.1538402214,0.1547897095,0.1555011087,0.1568308486,0.1582919164,0.1600657717,0.1654719566,0.1692726451,0.1722382147
MX,Ciudad De Mexico,CDMX_GAM,Non Wealthy,High Priority,Restaurants Markdowns / GMV,0.1381646334,0.14300859,0.1437630421,0.1457002932,0.1466719525,0.1498141374,0.1554991147,0.1527708842,0.1499495052
PE,Lima,Pachacutec,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.2222222222,0.2941176471,0.2222222222,0.1578947368,0.3076923077,0.275862069,0.3846153846,0.3703703704,0.36
CO,Bogota,Fontibon,Non Wealthy,High Priority,% PRO Users Who Breakeven,0.5479193852,0.5522345975,0.5641782651,0.570289551,0.5587134341,0.5632137031,0.5667607906,0.5682943144,0.5579199362
BR,Rio De Janeiro,Vargem Pequena,Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.8462633097,0.862743876,0.8388864026,0.8230428978,0.8071563896,0.7996059389,0.813317246,0.8155392976,0.8122543066
AR,Buenos Aires,Belgrano,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.6748922961,0.6729111786,0.6631246553,0.6424783196,0.6368267004,0.6370110264,0.6394030811,0.6490644776,0.6520044779
AR,Buenos Aires,Belgrano,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.3882871127,0.3864582729,0.3862949664,0.3878624669,0.3893498872,0.3898307232,0.3890428336,0.3895826156,0.3828110278
AR,Buenos Aires,Belgrano,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.5120017094,0.5134490495,0.5179991088,0.5155505744,0.5131248839,0.51171585,0.5111275621,0.5117256432,0.5342573554
PE,Cusco,Magisterio,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5936228879,0.6011572709,0.6025072323,0.6141226226,0.6181553069,0.6275324784,0.6367417516,0.6323618947,0.6402414912
PE,Cusco,Magisterio,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.05500796825,0.05405093389,0.05417728829,0.05440055462,0.05391890235,0.05294507501,0.05285041198,0.05140115346,0.04902045135
BR,Niteroi,Santa_Rosa,Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.3268218638,0.3646127149,0.324142941,0.2851638458,0.1825714374,0.1029373404,0.04980423205,0.02613794726,0.01472767499
BR,Niteroi,Santa_Rosa,Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.8596047079,0.8581936917,0.8618025693,0.8647797816,0.8472087092,0.8590694494,0.8513125687,0.8712626775,0.8640941688
BR,Niteroi,Santa_Rosa,Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.2162162162,0.2307692308,0.2103174603,0.2298387097,0.2084942085,0.1863117871,0.1666666667,0.1292775665,0.140077821
AR,Rosario,Rosario Sur,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.498126105,0.4964615018,0.4796512607,0.4646581219,0.4744032409,0.4663165605,0.4752933132,0.4777389763,0.480529071
AR,Rosario,Rosario Sur,Non Wealthy,Prioritized,Lead Penetration,0.3670808226,0.3745646167,0.3859109312,0.3961414198,0.404949599,0.4059115604,0.4050365528,0.4062158059,0.4094092794
CO,Cartagena,Bocagrande,Wealthy,Prioritized,Non-Pro PTC > OP,0.8790797073,0.8693336435,0.8664335895,0.8580719263,0.8562057187,0.8523377343,0.8465265194,0.8551794452,0.8614541944
CO,Cartagena,Bocagrande,Wealthy,Prioritized,Lead Penetration,0.4640901987,0.4594128156,0.4551527695,0.4514660402,0.4551124954,0.4609038818,0.4682866346,0.4743706003,0.4744022531
CL,Puerto Montt,Puerto Montt,Non Wealthy,Prioritized,Lead Penetration,0.1005998962,0.1020632005,0.1039701428,0.1059794693,0.1095229512,0.1148858994,0.1206319976,0.1251580397,0.127625269
MX,Monterrey,La Fe,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.425370875,0.4325208086,0.4475022435,0.4545712663,0.4451576891,0.4430239022,0.4384375885,0.4368629672,0.4248236953
MX,Cozumel,CZM Cozumel,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
MX,San Luis Potosi,SLP_Pozos,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5092442268,0.5080333334,0.5011527969,0.4954990006,0.51031617,0.4899836511,0.4836548693,0.4741662421,0.475780716
MX,San Luis Potosi,SLP_Pozos,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.8474111715,0.854531472,0.846828894,0.8441362911,0.8460365747,0.8477663388,0.8369678626,0.8329125026,0.8343937667
MX,San Luis Potosi,SLP_Pozos,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.09830188188,0.1011435841,0.1037808366,0.1066962935,0.1084818525,0.1047512166,0.1008867284,0.09765756804,0.08880318414
MX,San Luis Potosi,SLP_Pozos,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.09556481055,0.09597554695,0.09874941881,0.1027554437,0.1007416255,0.09872708456,0.1037129827,0.1087711487,0.1097147076
MX,Ciudad De Mexico,Bosques,Wealthy,High Priority,Restaurants SST > SS CVR,0.9113239825,0.9180596059,0.9185163435,0.9161789507,0.9149446044,0.9168127697,0.9173355079,0.920112953,0.922143222
MX,Ciudad De Mexico,Bosques,Wealthy,High Priority,Restaurants Markdowns / GMV,0.127009049,0.1293387027,0.1308223141,0.1294310729,0.1242584705,0.1256982717,0.1269204764,0.1268014818,0.1258209697
MX,Morelia,MOR_Puerto_Buenavista_Aldea,Wealthy,Prioritized,Non-Pro PTC > OP,0.7343709585,0.7269514685,0.7250123536,0.7159830682,0.6871015268,0.6773094753,0.6622880117,0.6706753716,0.6868907792
MX,Morelia,MOR_Puerto_Buenavista_Aldea,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8891470679,0.8894074975,0.8919172804,0.8840220351,0.8886300861,0.8920474098,0.8883030407,0.8907168431,0.8901824904
MX,Morelia,MOR_Puerto_Buenavista_Aldea,Wealthy,Prioritized,Lead Penetration,0.1160629785,0.1204137034,0.1235207498,0.1256983448,0.1263157895,0.1250852483,0.1278282403,0.1287489724,0.1281422845
MX,Tula De Allende,TDA El Llano,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.08108108108,0.1025641026,0.1351351351,0.1351351351,0.1944444444,0.2051282051,0.2045454545,0.1162790698,0.09756097561
MX,Tula De Allende,TDA El Llano,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.06008463107,0.06228324423,0.08453329632,0.07976348675,0.08149171681,0.08709142729,0.0738868118,0.06233836178,0.06414215115
BR,Belo Horizonte,MG - CON - Industrial,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.09844560337,0.1266590283,0.1497016688,0.1332155322,0.1241548521,0.1240120065,0.1315687239,0.1283219978,0.111049009
PE,Lima,San Miguel,Wealthy,Prioritized,Restaurants SST > SS CVR,0.9359604135,0.9410448253,0.9441641818,0.941822086,0.9413628094,0.9415066602,0.9404362447,0.9421693583,0.9436192613
MX,Atlixco,ATL Valle Sur,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.5496615687,0.5488207576,0.5469220706,0.5533922757,0.5506840115,0.5522166571,0.5440588754,0.5359870455,0.517470082
MX,Atlixco,ATL Valle Sur,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.1044985926,0.1003299695,0.1031718782,0.1075362284,0.1127246969,0.1073851993,0.1102354652,0.101780063,0.0965494328
BR,Florianopolis,SC - FLN - Coqueiros,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.2307692308,0.1,0.08333333333,0,0.05555555556,0.09090909091,0.09090909091,0.1363636364,0.2352941176
BR,Teresina,PI - THE - Teresina,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.6986039298,0.779191293,0.8217267081,0.8810506912,0.8492917778,0.7947960223,0.6896653462,0.6562807018,0.672
CL,Los Angeles,Los Ángeles,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.4689132162,0.4342924973,0.4547694908,0.475975651,0.4435324675,0.4255315392,0.3933707567,0.4027444049,0.4058765417
BR,Rio De Janeiro,Sao Conrado,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.5811068702,0.591954023,0.5958702065,0.602739726,0.6016096579,0.5982318271,0.5849236641,0.593962999,0.6094609461
BR,Rio De Janeiro,Sao Conrado,Wealthy,Prioritized,Lead Penetration,0.07934282585,0.07878787879,0.0719640853,0.0645151306,0.06168601125,0.0582317307,0.05939728548,0.06513977493,0.06688082567
CO,Valledupar,San Jorge,Non Wealthy,Prioritized,Perfect Orders,0.889296277,0.8945269446,0.8869199172,0.8715884373,0.871854882,0.8791633996,0.8879326484,0.8906987022,0.8871247781
CO,Valledupar,San Jorge,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5317507135,0.5222573049,0.51568111,0.5154304229,0.5131478647,0.5146894382,0.5070200662,0.5044084556,0.4788019792
CO,Valledupar,San Jorge,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.182499427,0.1768856337,0.1801117181,0.1781881606,0.176808474,0.1802185863,0.1835533973,0.1882922576,0.1859242587
MX,Los Cabos,LCS_El_Tezal,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.5284736951,0.5526698214,0.5483628679,0.5142890233,0.480945237,0.5135789524,0.5188959149,0.5461086757,0.5650847216
MX,Los Cabos,LCS_El_Tezal,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.1118172399,0.1121836118,0.110793227,0.1088754339,0.1014827327,0.1168173043,0.1333728771,0.144833133,0.1548176569
MX,Los Cabos,LCS_El_Tezal,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.4139784946,0.3816425121,0.3802816901,0.4056603774,0.4378109453,0.4254143646,0.4117647059,0.3798076923,0.3967391304
MX,Los Cabos,LCS_El_Tezal,Non Wealthy,Not Prioritized,Lead Penetration,0.06576923077,0.07018867925,0.07283018868,0.07106918239,0.0693081761,0.06754716981,0.06666666667,0.07018867925,0.0693081761
MX,Matamoros,Mat_zona_centro,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.1427893926,0.1431016003,0.1447354906,0.1463012646,0.1462709897,0.1487781285,0.1525627901,0.1528727183,0.1490960466
MX,Matamoros,Mat_zona_centro,Wealthy,Prioritized,Restaurants Markdowns / GMV,0.09139153757,0.08941442966,0.08756598817,0.08790250639,0.08688056121,0.08898005559,0.08922347711,0.09034295427,0.08903289939
PE,Lima,Santa Anita,Non Wealthy,High Priority,Non-Pro PTC > OP,0.7463678873,0.7358714113,0.7344116345,0.741812231,0.7427527375,0.7425766909,0.7441501107,0.745777218,0.7502831447
PE,Lima,Santa Anita,Non Wealthy,High Priority,Pro Adoption (Last Week Status),0.2788871302,0.2783057609,0.2777131558,0.2755083892,0.2784453954,0.2819712671,0.283042174,0.2853099015,0.3077763365
MX,Tampico,Tam_Altamira,Non Wealthy,Prioritized,Lead Penetration,0.09594451477,0.09696794891,0.09798852508,0.1004682262,0.1017094786,0.1037274859,0.1076117823,0.1092799773,0.1098401733
CL,Santiago De Chile,Colina,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.05676400165,0.05493387657,0.04814107176,0.04682053768,0.0493011163,0.05153642117,0.06487424408,0.07831030305,0.08268298853
CL,Santiago De Chile,Colina,Non Wealthy,Not Prioritized,Lead Penetration,0.3253333333,0.3319223301,0.3365307443,0.3416977844,0.3442494399,0.3429798357,0.3417102315,0.3429798357,0.3417102315
CO,Bogota,Arrayanes,Wealthy,Not Prioritized,Perfect Orders,0.8557886343,0.8575715113,0.8775539114,0.8774430516,0.8870165924,0.8910617996,0.8760596921,0.8686994939,0.8710821463
CO,Bogota,Arrayanes,Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.2285372431,0.2195046029,0.2039058167,0.1870446394,0.1838455569,0.1874577385,0.1887305458,0.1897208281,0.1808131987
CO,Bogota,Arrayanes,Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.1023789519,0.1049176853,0.09898541357,0.09755949348,0.1018356068,0.1062212557,0.1134679659,0.1084403298,0.09911533673
EC,Quito,Cumbaya,Wealthy,Prioritized,Non-Pro PTC > OP,0.8015646033,0.7978429609,0.7922966693,0.7970910046,0.8038010295,0.8027886614,0.8010627787,0.7963946491,0.7963414178
CO,Pereira,Pinares_Dosquebradas,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.9185082204,0.9103260738,0.9055342738,0.9094304684,0.9180069437,0.9254320806,0.9177132406,0.920765958,0.9196651483
BR,Brasilia,DF - BSB - Asa Sul/Asa Norte,Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.0581446196,0.06022383344,0.05963251057,0.06025925038,0.05770863385,0.0545732303,0.05340821236,0.05501998873,0.06716456736
PE,Piura,Miraflores Centro,Non Wealthy,Prioritized,Lead Penetration,0.160452974,0.1608164147,0.1601806401,0.1607243301,0.1600889475,0.1596351868,0.1611734012,0.1600842497,0.1608113229
CO,Cali,Puerta del Sol,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.9154069833,0.9224098426,0.9222349879,0.9201082398,0.9191753673,0.9219911762,0.9253169877,0.9297916894,0.9255735801
BR,Aracaju,Japãozinho,Non Wealthy,Not Prioritized,Lead Penetration,,,,1.9,2,2,2,2,2
AR,La Plata,Malvinas los hornos,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5118937728,0.5031517559,0.4910242872,0.4817490751,0.485230476,0.4816236228,0.48378996,0.4956986694,0.4984882508
AR,La Plata,Malvinas los hornos,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.926796588,0.9265477062,0.9307057696,0.9341516326,0.9352563066,0.9370150643,0.9375258537,0.9391610414,0.9376947477
AR,La Plata,Malvinas los hornos,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.1485927147,0.144517426,0.1445258274,0.1510841383,0.1563627656,0.1601670514,0.163055776,0.1601942554,0.1506569675
AR,La Plata,Malvinas los hornos,Non Wealthy,Prioritized,Turbo Adoption,0.4868189807,0.4799244808,0.491629739,0.4877578097,0.4873357228,0.3462966087,0.3423484527,0.3451068229,0.3572497579
AR,San Miguel De Tucuman,Tucuman,Non Wealthy,Not Prioritized,Lead Penetration,0.07069576256,0.07249813519,0.07465634325,0.07663245847,0.07824612617,0.0781575958,0.07717424907,0.07708571869,0.07601158821
MX,Cancun,Cun_Hacienda-Valle Verde,Non Wealthy,Prioritized,Perfect Orders,0.8825175759,0.8813376107,0.8864434843,0.8852684943,0.8910634531,0.8931794965,0.8951734135,0.8898108335,0.8954309169
MX,San Juan Del Rio,SAN JUAN DEL RIO,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.088567032,0.08982747434,0.09243720792,0.09571818689,0.09873893912,0.100104058,0.09817400191,0.09653792468,0.09239337638
MX,San Juan Del Rio,SAN JUAN DEL RIO,Non Wealthy,Prioritized,Lead Penetration,0.1511592435,0.1499100576,0.1499110598,0.1500676557,0.1508466261,0.1521679701,0.1557068484,0.1588522576,0.1620534736
